Chromosome	Start.bp	End.bp	mu.major	mu.minor	length	n_probes	n_hets	tau	sigma.minor	sigma.major	sigma.tau
1	1	249250621	2.0	1.0	249250620	12462	249	3.0	0.01866077176250853	0.01866077176250853	0.03732154352501706
2	1	209900405	1.0	1.0	209900404	10495	209	2.0	0.003792891038066088	0.003792891038066088	0.007585782076132176
2	209900405	212572127	2.0	1.0	2671722	133	2	3.0	0.004274644742308947	0.004274644742308947	0.008549289484617894
2	212572127	243199373	1.0	1.0	30627246	1531	30	2.0	0.00176510098306669	0.00176510098306669	0.00353020196613338
3	1	198022430	1.0	0.0	198022429	9901	198	1.0	0.030655121253794087	0.030655121253794087	0.061310242507588174
4	1	191154276	1.0	0.6666666666666667	191154275	9557	191	1.6666666666666667	0.014219299597738152	0.014219299597738152	0.028438599195476304
5	1	39827982	1.0	1.0	39827981	1991	39	2.0	0.0005650874755910044	0.0005650874755910044	0.0011301749511820089
5	39827982	42314699	2.0	1.0	2486717	124	2	3.0	0.02863120514543395	0.02863120514543395	0.0572624102908679
5	42314699	180915260	1.0	1.0	138600561	6930	138	2.0	0.009023074884305598	0.009023074884305598	0.018046149768611196
6	1	22491975	1.0	1.0	22491974	1124	22	2.0	0.010995278643998647	0.010995278643998647	0.021990557287997294
6	22491975	23255188	1.5333333333333332	1.0	763213	38	0	2.533333333333333	0.00636970502475905	0.00636970502475905	0.0127394100495181
6	23255188	171115067	1.0	1.0	147859879	7392	147	2.0	0.017105888825339404	0.017105888825339404	0.03421177765067881
7	1	159138663	1.0	1.0	159138662	7956	159	2.0	0.005859597958752413	0.005859597958752413	0.011719195917504826
8	1	73182011	1.0	1.0	73182010	3659	73	2.0	0.009680912800081211	0.009680912800081211	0.019361825600162422
8	73182011	146364022	1.0	0.4666666666666667	73182011	3659	73	1.4666666666666668	0.0012710052503073078	0.0012710052503073078	0.0025420105006146157
9	1	118183313	2.0	1.0	118183312	5909	118	3.0	0.0045333303668958535	0.0045333303668958535	0.009066660733791707
9	118183313	118587812	2.2666666666666666	1.0	404499	20	0	3.2666666666666666	0.005498242900788138	0.005498242900788138	0.010996485801576276
9	118587812	141213431	2.0	1.0	22625619	1131	22	3.0	0.001561187390994678	0.001561187390994678	0.003122374781989356
10	1	135534747	1.6666666666666665	1.0	135534746	6776	135	2.6666666666666665	0.00302387703946528	0.00302387703946528	0.00604775407893056
11	1	135006516	1.0	1.0	135006515	6750	135	2.0	0.019147035625263115	0.019147035625263115	0.03829407125052623
12	1	100282058	1.0	1.0	100282057	5014	100	2.0	0.014232524816566797	0.014232524816566797	0.028465049633133593
12	100282058	104315956	1.0	0.0	4033898	201	4	1.0	0.011079227964878953	0.011079227964878953	0.022158455929757907
12	104315956	133851895	1.0	1.0	29535939	1476	29	2.0	0.01603077661620134	0.01603077661620134	0.03206155323240268
13	1	57584939	1.0	0.0	57584938	2879	57	1.0	0.006644201188330059	0.006644201188330059	0.013288402376660118
13	57584939	115169878	1.0	0.0	57584939	2879	57	1.0	0.015028705242886011	0.015028705242886011	0.030057410485772023
14	1	53674770	2.0	1.0	53674769	2683	53	3.0	0.012095339968306171	0.012095339968306171	0.024190679936612343
14	53674770	96743901	1.0	1.0	43069131	2153	43	2.0	0.002077195385986254	0.002077195385986254	0.004154390771972508
14	96743901	103112291	1.6666666666666665	1.0	6368390	318	6	2.6666666666666665	0.000949337509555359	0.000949337509555359	0.001898675019110718
14	103112291	107349540	1.0	1.0	4237249	211	4	2.0	0.006680064131130602	0.006680064131130602	0.013360128262261205
15	1	102531392	1.0	0.0	102531391	5126	102	1.0	0.014611775847225459	0.014611775847225459	0.029223551694450917
16	1	64089709	1.1333333333333333	1.0	64089708	3204	64	2.1333333333333333	0.009095251657167007	0.009095251657167007	0.018190503314334014
16	64089709	64599365	1.0	0.8	509656	25	0	1.8	0.0032938305506767206	0.0032938305506767206	0.006587661101353441
16	64599365	90354753	1.1333333333333333	1.0	25755388	1287	25	2.1333333333333333	0.003709392610562225	0.003709392610562225	0.00741878522112445
17	1	81195210	1.0	0.0	81195209	4059	81	1.0	0.012740583032595365	0.012740583032595365	0.02548116606519073
18	1	78077248	1.0	1.0	78077247	3903	78	2.0	0.0015685608764910155	0.0015685608764910155	0.003137121752982031
19	1	59128983	1.0	1.0	59128982	2956	59	2.0	0.0020529707230690407	0.0020529707230690407	0.0041059414461380814
20	1	31512760	2.0	1.0	31512759	1575	31	3.0	0.0052259735074191805	0.0052259735074191805	0.010451947014838361
20	31512760	63025520	1.0	1.0	31512760	1575	31	2.0	0.009862002390719098	0.009862002390719098	0.019724004781438195
21	1	48129895	1.0	0.0	48129894	2406	48	1.0	0.0037281983788547157	0.0037281983788547157	0.007456396757709431
22	1	24985628	1.0	1.0	24985627	1249	24	2.0	0.007682764727843293	0.007682764727843293	0.015365529455686587
22	24985628	29245858	1.0	0.0	4260230	213	4	1.0	0.00783070275732107	0.00783070275732107	0.01566140551464214
22	29245858	51304566	1.0	1.0	22058708	1102	22	2.0	0.0026586678563871075	0.0026586678563871075	0.005317335712774215
