Chromosome	Start.bp	End.bp	mu.major	mu.minor	length	n_probes	n_hets	tau	sigma.minor	sigma.major	sigma.tau
1	1	249250621	0.9081644136513122	0.4994904275082217	249250620	12462	249	1.0	0.019474557597224888	0.04765303948268974	0.038949115194449775
2	1	115116963	0.9081644136513122	0.9081644136513122	115116962	5755	115	2.0	0.03073184997212165	0.07519893855284784	0.0614636999442433
2	115116963	129712734	2.134186372080584	0.9081644136513122	14595771	729	14	5.0	0.02259070009611078	0.05527804769105372	0.04518140019222156
2	129712734	243199373	0.9081644136513122	0.9081644136513122	113486639	5674	113	2.0	0.01926232593727278	0.04713372172049237	0.03852465187454556
3	1	198022430	0.9081644136513122	0.4994904275082217	198022429	9901	198	1.0	0.013483816190408525	0.032994065312704754	0.02696763238081705
4	1	191154276	0.9081644136513122	0.9081644136513122	191154275	9557	191	2.0	0.025403116668652234	0.0621598573190263	0.05080623333730447
5	1	180915260	0.9081644136513122	0.4994904275082217	180915259	9045	180	1.0	0.014082599301222253	0.03445925059759361	0.028165198602444506
6	1	35374696	0.9081644136513122	0.8059959171155395	35374695	1768	35	1.75	0.0544082688995557	0.13313367315850033	0.1088165377991114
6	35374696	39327455	0.9081644136513122	0.8059959171155395	3952759	197	3	1.75	0.08111385344926633	0.19848058892807935	0.16222770689853266
6	39327455	171115067	0.9081644136513122	0.8059959171155395	131787612	6589	131	1.75	0.01183344468451016	0.02895570818243096	0.02366688936902032
7	1	159138663	0.9081644136513122	0.9081644136513122	159138662	7956	159	2.0	0.03838991942638221	0.09393776146285125	0.07677983885276442
8	1	45697804	0.9081644136513122	0.9081644136513122	45697803	2284	45	2.0	0.01841747052803728	0.045066412721431956	0.03683494105607456
8	45697804	48663006	0.9081644136513122	0.9081644136513122	2965202	148	2	2.0	0.02054040323586707	0.050261097922379594	0.04108080647173414
8	48663006	141858107	0.9081644136513122	0.9081644136513122	93195101	4659	93	2.0	0.06357767418589018	0.15557064149326477	0.12715534837178036
8	141858107	143391095	1.3168383997944026	0.9081644136513122	1532988	76	1	3.0	0.0018030351187327143	0.004411915560736012	0.0036060702374654287
8	143391095	146364022	0.9081644136513122	0.9081644136513122	2972927	148	2	2.0	0.0022306540717050177	0.005458272724322587	0.004461308143410035
9	1	70606715	0.9081644136513122	0.9081644136513122	70606714	3530	70	2.0	0.0004998014891281401	0.001222983370791658	0.0009996029782562803
9	70606715	141213431	1.3168383997944026	0.9081644136513122	70606716	3530	70	3.0	0.0437387193759142	0.10702594454005644	0.0874774387518284
10	1	135534747	0.9081644136513122	0.9081644136513122	135534746	6776	135	2.0	0.036845610019767445	0.09015893173799068	0.07369122003953489
11	1	67503258	0.9081644136513122	0.4994904275082217	67503257	3375	67	1.0	0.049925230137627806	0.12216395422865821	0.09985046027525561
11	67503258	135006516	0.9081644136513122	0.4994904275082217	67503258	3375	67	1.0	0.09409020315818457	0.2302329151071545	0.18818040631636915
12	1	66925947	0.9081644136513122	0.9081644136513122	66925946	3346	66	2.0	0.03927922043925002	0.09611382610856237	0.07855844087850004
12	66925947	133851895	0.9081644136513122	0.8059959171155395	66925948	3346	66	1.75	0.01514482153498903	0.03705844278937373	0.03028964306997806
13	1	9466822	0.9081644136513122	0.9081644136513122	9466821	473	9	2.0	0.0371086985788511	0.09080269319089496	0.0742173971577022
13	9466822	11576166	1.21466990325863	0.9081644136513122	2109344	105	2	2.75	0.0030800691039451172	0.007536738839223991	0.0061601382078902344
13	11576166	115169878	0.9081644136513122	0.9081644136513122	103593712	5179	103	2.0	0.024993807314039197	0.06115830261162752	0.049987614628078395
14	1	53674770	0.9081644136513122	0.9081644136513122	53674769	2683	53	2.0	0.003786139758684546	0.009264450116868685	0.007572279517369092
14	53674770	107349540	1.3168383997944026	0.9081644136513122	53674770	2683	53	3.0	0.07082468049919116	0.17330361828901208	0.14164936099838232
15	1	102531392	0.9081644136513122	0.9081644136513122	102531391	5126	102	2.0	0.018054177738945208	0.044177457707385945	0.036108355477890416
16	1	90354753	0.9081644136513122	0.4994904275082217	90354752	4517	90	1.0	0.013104962303943583	0.03206703325460774	0.026209924607887167
17	1	81195210	0.9081644136513122	0.9081644136513122	81195209	4059	81	2.0	0.007518960430793474	0.018398431722445954	0.015037920861586947
18	1	78077248	1.3168383997944026	0.9081644136513122	78077247	3903	78	3.0	0.03641667659770365	0.08910935814973296	0.0728333531954073
19	1	59128983	1.21466990325863	0.9081644136513122	59128982	2956	59	2.75	0.014903870492256506	0.03646885047153004	0.029807740984513012
20	1	42024600	0.9081644136513122	0.9081644136513122	42024599	2101	42	2.0	0.02056247119613291	0.050315096857996	0.04112494239226582
20	42024600	42424646	1.3168383997944026	0.9081644136513122	400046	20	0	3.0	0.0004641492315525647	0.0011357444987703485	0.0009282984631051294
20	42424646	63025520	0.9081644136513122	0.9081644136513122	20600874	1030	20	2.0	0.023524397485340496	0.057562747527325646	0.04704879497068099
21	1	24064947	1.3168383997944026	0.9081644136513122	24064946	1203	24	3.0	0.023172423740037196	0.05670148951424511	0.04634484748007439
21	24064947	48129895	0.9081644136513122	0.9081644136513122	24064948	1203	24	2.0	0.023479546172857354	0.05745299913617789	0.04695909234571471
22	1	3123242	0.9081644136513122	0.4994904275082217	3123241	156	3	1.0	0.07042080426752118	0.17231535809784695	0.14084160853504235
22	3123242	4346182	0.703827420579767	0.4994904275082217	1222940	61	1	0.5	0.02802084295743318	0.06856527184879867	0.05604168591486636
22	4346182	17788161	0.9081644136513122	0.4994904275082217	13441979	672	13	1.0	0.010901562317089797	0.026675449592411284	0.021803124634179594
