Chromosome	Start.bp	End.bp	mu.major	mu.minor	length	n_probes	n_hets	tau	sigma.minor	sigma.major	sigma.tau
1	1	59008044	0.9314914380518474	0.9314914380518474	59008043	2950	59	2.0	0.01708817656612344	0.03668992728878374	0.03417635313224688
1	59008044	59513937	0.9314914380518474	0.4657457190259237	505893	25	0	1.0	0.026966018401468804	0.05789858564425765	0.05393203680293761
1	59513937	150253045	0.9314914380518474	0.9314914380518474	90739108	4536	90	2.0	0.019822471964636174	0.04256071747925791	0.03964494392927235
1	150253045	151397637	1.397237157077771	0.9314914380518474	1144592	57	1	3.0	0.016901951433147894	0.036290084358686546	0.03380390286629579
1	151397637	249250621	0.9314914380518474	0.9314914380518474	97852984	4892	97	2.0	0.011831530996097626	0.025403413306390638	0.023663061992195252
2	1	243199373	0.9314914380518474	0.4657457190259237	243199372	12159	243	1.0	0.022290259524335526	0.04785929019584791	0.04458051904867105
3	1	198022430	0.9314914380518474	0.4657457190259237	198022429	9901	198	1.0	0.012356940185565208	0.026531516406439394	0.024713880371130415
4	1	191154276	0.9314914380518474	0.9314914380518474	191154275	9557	191	2.0	0.047741166954427636	0.10250478963988144	0.09548233390885527
5	1	90457630	0.9314914380518474	0.9314914380518474	90457629	4522	90	2.0	0.07117429203615082	0.1528179200122486	0.14234858407230164
5	90457630	180915260	0.9314914380518474	0.9314914380518474	90457630	4522	90	2.0	0.01038339336566904	0.02229412518784975	0.02076678673133808
6	1	106930291	0.9314914380518474	0.4657457190259237	106930290	5346	106	1.0	0.03368568031608343	0.07232633374824099	0.06737136063216687
6	106930291	106938387	1.8629828761036948	0.4657457190259237	8096	0	0	3.0	0.016160623249758612	0.03469838280759184	0.032321246499517224
6	106938387	171115067	0.9314914380518474	0.4657457190259237	64176680	3208	64	1.0	0.01802341519089947	0.03869797285221268	0.03604683038179894
7	1	1278676	1.397237157077771	0.9314914380518474	1278675	63	1	3.0	0.055786968033963186	0.11977988364689197	0.11157393606792637
7	1278676	4156826	1.397237157077771	0.9314914380518474	2878150	143	2	3.0	0.0015820940891728627	0.0033969052737225533	0.0031641881783457254
7	4156826	159138663	1.397237157077771	0.9314914380518474	154981837	7749	154	3.0	0.0019573133019806974	0.004202536324057446	0.003914626603961395
8	1	146364022	0.9314914380518474	0.4657457190259237	146364021	7318	146	1.0	0.00043855661683683773	0.0009416224324166625	0.0008771132336736755
9	1	85298823	1.1643642975648092	0.9314914380518474	85298822	4264	85	2.5	0.038379046904677944	0.08240343461437537	0.07675809380935589
9	85298823	86316183	0.9314914380518474	0.6986185785388855	1017360	50	1	1.5	0.032330608105522976	0.06941686586650823	0.06466121621104595
9	86316183	141213431	1.1643642975648092	0.9314914380518474	54897248	2744	54	2.5	0.043807472567063695	0.09405877666183195	0.08761494513412739
10	1	16293710	1.397237157077771	0.9314914380518474	16293709	814	16	3.0	0.08256054067891114	0.17726527009540965	0.16512108135782227
10	16293710	17139888	0.9314914380518474	0.4657457190259237	846178	42	0	1.0	0.03446600781017157	0.07400177049883558	0.06893201562034314
10	17139888	128797053	1.397237157077771	0.9314914380518474	111657165	5582	111	3.0	0.013288999411683664	0.028532735500986943	0.026577998823367328
10	128797053	134907268	1.397237157077771	1.1643642975648092	6110215	305	6	3.5	0.03256145821483633	0.06991252283099125	0.06512291642967266
10	134907268	135534747	1.397237157077771	0.9314914380518474	627479	31	0	3.0	0.002702642379489838	0.005802828172295894	0.005405284758979676
11	1	135006516	0.9314914380518474	0.9314914380518474	135006515	6750	135	2.0	0.021931106281091104	0.04708815429792583	0.04386221256218221
12	1	133851895	0.9314914380518474	0.9314914380518474	133851894	6692	133	2.0	0.00332219226944806	0.007133060238097743	0.00664438453889612
13	1	115169878	0.9314914380518474	0.4657457190259237	115169877	5758	115	1.0	0.06214593782515091	0.13343319173201423	0.12429187565030182
14	1	107349540	1.397237157077771	0.9314914380518474	107349539	5367	107	3.0	0.015841847775953273	0.034013941790137	0.031683695551906546
15	1	102531392	0.9314914380518474	0.9314914380518474	102531391	5126	102	2.0	0.011499101256815768	0.024689655292732215	0.022998202513631535
16	1	90354753	0.9314914380518474	0.9314914380518474	90354752	4517	90	2.0	0.006597599087611803	0.014165667698267296	0.013195198175223606
17	1	81195210	0.9314914380518474	0.9314914380518474	81195209	4059	81	2.0	0.03195423549655639	0.06860875836580217	0.06390847099311278
18	1	78077248	1.0091157245561682	0.9314914380518474	78077247	3903	78	2.166666666666667	0.013077574122998715	0.02807878545904747	0.02615514824599743
19	1	59128983	0.9314914380518474	0.4657457190259237	59128982	2956	59	1.0	0.018042778978733635	0.038739548731588795	0.03608555795746727
20	1	63025520	0.9314914380518474	0.9314914380518474	63025519	3151	63	2.0	0.0004072731296823383	0.000874453834023688	0.0008145462593646766
21	1	48129895	0.9314914380518474	0.4657457190259237	48129894	2406	48	1.0	0.020641755574383462	0.044319796685526866	0.041283511148766924
22	1	16455073	0.9314914380518474	0.6986185785388855	16455072	822	16	1.5	0.020332912126908194	0.04365668066564977	0.04066582425381639
22	16455073	21078684	1.1643642975648092	0.9314914380518474	4623611	231	4	2.5	0.02060240026974519	0.04423529713345244	0.04120480053949038
22	21078684	47702102	0.9314914380518474	0.6986185785388855	26623418	1331	26	1.5	0.06179155193868431	0.13267229179887524	0.12358310387736862
22	47702102	48069245	0.9314914380518474	0.6986185785388855	367143	18	0	1.5	0.024587213835166502	0.05279106780968171	0.049174427670333004
22	48069245	51304566	0.9314914380518474	0.6986185785388855	3235321	161	3	1.5	0.009565702367871715	0.02053846546969395	0.01913140473574343
