sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p1_t3	1	1	249250621	12462	249250620	0.01824	0.0865108651086511	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.97496	1	0.16	0.12163	0.17861	1	0	0	0	0	0	1
p1_t3	2	1	115116963	5755	115116962	0.02879	0.039960399603996	0.8125	1	1	0	0	1	1.38020833333333	0	0.80581	0.64222	0.96939	1	1	1	1	1	1	0.48	0.439	0.50743	0.16	0.11229	0.18799	0	0	0	0	0	1	1
p1_t3	2	115116963	129712734	729	14595771	0.02116	0.005070050700507	1.75	3	3	0	0	3	3.22916666666667	0	1.62373	0.96939	2.27807	1	2	1	2	1	1	0.16	0.12152	0.17872	0.14	0.10026	0.16032	0	0	0	0	0	1	2
p1_t3	2	129712734	243199373	5674	113486639	0.01805	0.039390393903939	0.8125	1	1	0	0	1	1.38020833333333	0	0.80581	0.64222	0.96939	1	1	1	1	1	1	0.48	0.44575	0.49906	0.16	0.12174	0.17851	0	0	0	0	0	1	1
p1_t3	3	1	198022430	9901	198022429	0.01263	0.0687306873068731	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.98029	1	0.16	0.12508	0.17534	1	0	0	0	0	0	1
p1_t3	4	1	191154276	9557	191154275	0.0238	0.0663506635066351	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.12037	0.17983	0.16	0.11688	0.1836	0	0	0	0	0	1	1
p1_t3	5	1	180915260	9045	180915259	0.01319	0.0628006280062801	0.5	1	1	0	0	1	0.763888888888889	0	0.53317	0.09694	0.96939	0	1	0	1	0	1	1	0.98018	1	0.16	0.12468	0.17572	1	0	0	0	0	0	1
p1_t3	6	1	35374696	1768	35374695	0.05097	0.012280122801228	0.97692	2	2	0	0	2	1.70448111111111	0	0.94926	0.92913	0.96939	1	1	1	1	1	1	0.19	0.1365	0.24324	0.16	0.09057	0.2097	0	0	0	0	0	1	1
p1_t3	6	35374696	39327455	197	3952759	0.07599	0.001370013700137	0.97692	2	1.99995	0	0	1.99995	1.70448111111111	0	0.94926	0.92913	0.96939	1	1	1	1	1	1	0.19	0.11357	0.26622	0.16	0.06358	0.23686	0	0	0	0	0	1	1
p1_t3	6	39327455	171115067	6589	131787612	0.01109	0.045740457404574	0.97692	2	2	0	0	2	1.70448111111111	0	0.94926	0.92913	0.96939	1	1	1	1	1	1	0.19	0.16708	0.21254	0.16	0.12632	0.1742	0	0	0	0	0	1	1
p1_t3	7	1	159138663	7956	159138662	0.03597	0.0552405524055241	1	2	2	0	0	2	1.75	0	0.96939	0.96939	0.96939	1	1	1	1	1	1	0.16	0.11052	0.18971	0.16	0.10521	0.19518	0	0	0	0	0	1	1
p1_t3	8	1	45697804	2284	45697803	0.01725	0.015860158601586	0.625	1	1	0	0	1	1.01041666666667	0	0.64222	0.31505	0.96939	0	1	0	1	1	1	0.8	0.77027	0.82066	0.16	0.12216	0.1781	1	0	0	0	0	0	1
