Chromosome	Start.bp	End.bp	mu.major	mu.minor	length	n_probes	n_hets	tau	sigma.minor	sigma.major	sigma.tau
1	1	249250621	1.4823021452780463	0.9882014301853642	249250620	12462	249	3.0	0.026181593569394437	0.052988374170807186	0.052363187138788875
2	1	209900405	0.9882014301853642	0.9882014301853642	209900404	10495	209	2.0	0.0062422869063105246	0.012633632608970446	0.012484573812621049
2	209900405	212572127	1.4823021452780463	0.9882014301853642	2671722	133	2	3.0	0.006088501335858813	0.012322389241466182	0.012177002671717625
2	212572127	243199373	0.9882014301853642	0.9882014301853642	30627246	1531	30	2.0	0.01336646963440105	0.027052115542665837	0.0267329392688021
3	1	198022430	0.9882014301853642	0.4941007150926821	198022429	9901	198	1.0	0.01569956259548182	0.031774013102848754	0.03139912519096364
4	1	191154276	0.9882014301853642	0.7411510726390231	191154275	9557	191	1.5	0.015200450236960527	0.030763870143578453	0.030400900473921053
5	1	39827982	0.9882014301853642	0.9882014301853642	39827981	1991	39	2.0	0.00785933059793318	0.01590633317836617	0.01571866119586636
5	39827982	42314699	1.4823021452780463	0.9882014301853642	2486717	124	2	3.0	0.0247247413890686	0.05003988181727444	0.0494494827781372
5	42314699	180915260	0.9882014301853642	0.9882014301853642	138600561	6930	138	2.0	0.006243111832644652	0.012635302159952523	0.012486223665289304
6	1	22491975	0.9882014301853642	0.9882014301853642	22491974	1124	22	2.0	4.512209172068318e-05	9.132164828423553e-05	9.024418344136636e-05
6	22491975	23255188	0.9882014301853642	0.9882014301853642	763213	38	0	2.0	0.03301102582144504	0.06681031784229036	0.06602205164289009
6	23255188	171115067	0.9882014301853642	0.9882014301853642	147859879	7392	147	2.0	0.010019837702015467	0.020278937868235977	0.020039675404030934
7	1	159138663	0.9882014301853642	0.9882014301853642	159138662	7956	159	2.0	0.008160488291403744	0.016515839872591604	0.016320976582807487
8	1	73182011	0.9882014301853642	0.9882014301853642	73182010	3659	73	2.0	0.010802308532442963	0.021862564053194488	0.021604617064885926
8	73182011	146364022	0.9882014301853642	0.9882014301853642	73182011	3659	73	2.0	0.02955576868430537	0.0598172959105339	0.05911153736861074
9	1	118183313	1.4823021452780463	0.9882014301853642	118183312	5909	118	3.0	0.007621869997285859	0.015425741684782158	0.015243739994571718
9	118183313	118587812	1.6470023836422736	0.9882014301853642	404499	20	0	3.333333333333333	0.0005122731013193046	0.0010367787086145255	0.0010245462026386091
9	118587812	141213431	1.4823021452780463	0.9882014301853642	22625619	1131	22	3.0	0.019809382358016714	0.04009179050530401	0.03961876471603343
10	1	135534747	1.2352517877317053	0.9882014301853642	135534746	6776	135	2.5	0.03959062463733405	0.08012662889975325	0.0791812492746681
11	1	135006516	0.9882014301853642	0.9882014301853642	135006515	6750	135	2.0	0.023260878860726038	0.0470772013684757	0.046521757721452076
12	1	100282058	0.9882014301853642	0.9882014301853642	100282057	5014	100	2.0	0.03045372821548822	0.06163465723739297	0.06090745643097644
12	100282058	104315956	0.9882014301853642	0.4941007150926821	4033898	201	4	1.0	0.0017524549924080378	0.003546756640656383	0.0035049099848160755
12	104315956	133851895	0.9882014301853642	0.9882014301853642	29535939	1476	29	2.0	0.02583080830067234	0.052278427275352285	0.05166161660134468
13	1	57584939	0.9882014301853642	0.4941007150926821	57584938	2879	57	1.0	0.02684472789667832	0.054330477727891686	0.05368945579335664
13	57584939	115169878	0.9882014301853642	0.4941007150926821	57584939	2879	57	1.0	0.007356592985525577	0.014888853144334444	0.014713185971051155
14	1	53674770	1.4823021452780463	0.9882014301853642	53674769	2683	53	3.0	0.021168360092146773	0.042842196834659646	0.04233672018429355
14	53674770	96743901	0.9882014301853642	0.9882014301853642	43069131	2153	43	2.0	0.01975851973476568	0.03998885071651724	0.03951703946953136
14	96743901	103112291	1.2352517877317053	0.9882014301853642	6368390	318	6	2.5	0.003268816882299959	0.0066156894383097645	0.006537633764599918
14	103112291	107349540	0.9882014301853642	0.9882014301853642	4237249	211	4	2.0	0.006971126012467078	0.01410871468008188	0.013942252024934156
15	1	102531392	0.9882014301853642	0.4941007150926821	102531391	5126	102	1.0	0.009032126042431202	0.018279929104609734	0.018064252084862405
16	1	64089709	1.070551549367478	0.9882014301853642	64089708	3204	64	2.166666666666667	0.0175121858187874	0.03544254295503804	0.0350243716375748
16	64089709	64599365	0.9882014301853642	0.8235011918211368	509656	25	0	1.6666666666666665	0.023461005594209394	0.04748223363693906	0.04692201118841879
16	64599365	90354753	1.070551549367478	0.9882014301853642	25755388	1287	25	2.166666666666667	0.010425611373939877	0.021100174631368967	0.020851222747879754
17	1	81195210	0.9882014301853642	0.4941007150926821	81195209	4059	81	1.0	0.023304816588102947	0.04716612600678283	0.046609633176205895
18	1	78077248	0.9882014301853642	0.9882014301853642	78077247	3903	78	2.0	0.015798443366224928	0.03197413580601983	0.031596886732449855
19	1	59128983	0.9882014301853642	0.9882014301853642	59128982	2956	59	2.0	0.03553391471982839	0.07191633939077184	0.07106782943965678
20	1	31512760	1.4823021452780463	0.9882014301853642	31512759	1575	31	3.0	0.030713274760680608	0.06215994800760305	0.061426549521361215
20	31512760	63025520	0.9882014301853642	0.9882014301853642	31512760	1575	31	2.0	0.00993097353624605	0.020099087560282572	0.0198619470724921
21	1	48129895	0.9882014301853642	0.4941007150926821	48129894	2406	48	1.0	0.0355273262532725	0.07190300513248271	0.071054652506545
22	1	24985628	0.9882014301853642	0.9882014301853642	24985627	1249	24	2.0	0.10784974899198216	0.21827482879022345	0.21569949798396432
22	24985628	29245858	0.9882014301853642	0.4941007150926821	4260230	213	4	1.0	0.026643589170168555	0.0539233973081193	0.05328717834033711
22	29245858	51304566	0.9882014301853642	0.9882014301853642	22058708	1102	22	2.0	0.013921170948781788	0.02817476381545105	0.027842341897563575
