sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p2_t1	1	1	249250621	12462	249250620	0.05236	0.08651	1.5	4	4.00006	0	0	4.00006	4.05519996684467	0	1.23525	0.9882	1.4823	1	2	1	2	0	0	0.01	0	0.12837	0.99	0.74541	1	0	0	0	0	0	1	2
p2_t1	2	1	209900405	10495	209900404	0.01248	0.07286	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.05573	0.01	0	0.07494	0	0	0	0	0	1	1
p2_t1	2	209900405	212572127	133	2671722	0.01218	0.00093	1.5	4	4	0	0	4	4.05519996684467	0	1.23525	0.9882	1.4823	1	2	1	2	0	0	0.01	0	0.05537	0.99	0.91791	1	0	0	0	0	0	1	2
p2_t1	2	212572127	243199373	1531	30627246	0.02673	0.01063	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.07741	0.01	0	0.13208	0	0	0	0	0	1	1
p2_t1	3	1	198022430	9901	198022429	0.0314	0.06873	0.5	0	0	1	0	0	0	0	0.74115	0.4941	0.9882	0	1	0	1	0	0	1	0.92025	1	0.01	0	0.15234	1	0	0	0	0	0	1
p2_t1	4	1	191154276	9557	191154275	0.0304	0.06635	0.75	1	1	0	0	1	1.01379999171117	0	0.86468	0.74115	0.9882	0	1	0.00043	1	1	0	0.51	0.43334	0.5785	0.01	0	0.14798	1	0	0	0	0	0.00043	1
p2_t1	5	1	39827982	1991	39827981	0.01572	0.01382	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.05919	0.01	0	0.08687	0	0	0	0	0	1	1
p2_t1	5	39827982	42314699	124	2486717	0.04945	0.00086	1.5	4	4.00002	0	0	4.00002	4.05519996684467	0	1.23525	0.9882	1.4823	1	2	1	2	0	0	0.01	0	0.12228	0.99	0.75869	1	0	0	0	0	0	1	2
p2_t1	5	42314699	180915260	6930	138600561	0.01249	0.04811	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.05573	0.01	0	0.07494	0	0	0	0	0	1	1
p2_t1	6	1	22491975	1124	22491974	9e-05	0.00781	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.04765	0.01	0	0.04765	0	0	0	0	0	1	1
p2_t1	6	22491975	23255188	38	763213	0.06602	0.00026	1	2	2.00262	0	0	2.00262	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.15772	0.01	0	0.30773	0	0	0	0	0	1	1
p2_t1	6	23255188	171115067	7392	147859879	0.02004	0.05132	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.0662	0.01	0	0.10409	0	0	0	0	0	1	1
p2_t1	7	1	159138663	7956	159138662	0.01632	0.05524	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.05978	0.01	0	0.08888	0	0	0	0	0	1	1
p2_t1	8	1	73182011	3659	73182010	0.0216	0.0254	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.06839	0.01	0	0.11003	0	0	0	0	0	1	1
p2_t1	8	73182011	146364022	3659	73182011	0.05911	0.0254	1	2	2.00057	0	0	2.00057	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.14283	0.01	0	0.27641	0	0	0	0	0	1	1
p2_t1	9	1	118183313	5909	118183312	0.01524	0.04102	1.5	4	4	0	0	4	4.05519996684467	0	1.23525	0.9882	1.4823	1	2	1	2	0	0	0.01	0	0.05871	0.99	0.90638	1	0	0	0	0	0	1	2
p2_t1	9	118183313	118587812	20	404499	0.00102	0.00014	1.66667	5	5	0	0	5	4.73108014531868	0	1.3176	0.9882	1.647	1	2	1	2	0	1	0.01	0	0.0477	0.33	0.28072	0.36034	0	0	0	0	0	1	2
p2_t1	9	118587812	141213431	1131	22625619	0.03962	0.00785	1.5	4	4	0	0	4	4.05519996684467	0	1.23525	0.9882	1.4823	1	2	1	2	0	0	0.01	0	0.10199	0.99	0.80265	1	0	0	0	0	0	1	2
p2_t1	10	1	135534747	6776	135534746	0.07918	0.04704	1.25	3	3.01203	0	0	3.01203	3.04139997513351	0	1.11173	0.9882	1.23525	1	1	1	1.33539	0	1	0.01	0	0.18652	0.49	0.16809	0.80461	0	0	0	0	0	1	1.33539
p2_t1	11	1	135006516	6750	135006515	0.04652	0.04686	1	2	2.00001	0	0	2.00001	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.11632	0.01	0	0.2194	0	0	0	0	0	1	1
p2_t1	12	1	100282058	5014	100282057	0.06091	0.03481	1	2	2.00088	0	0	2.00088	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.14674	0.01	0	0.28457	0	0	0	0	0	1	1
p2_t1	12	100282058	104315956	201	4033898	0.0035	0.0014	0.5	0	0	1	0	0	0	0	0.74115	0.4941	0.9882	0	1	0	1	0	0	1	0.95819	1	0.01	0	0.04959	1	0	0	0	0	0	1
p2_t1	12	104315956	133851895	1476	29535939	0.05166	0.01025	1	2	2.00005	0	0	2.00005	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.12703	0.01	0	0.24269	0	0	0	0	0	1	1
p2_t1	13	1	57584939	2879	57584938	0.05369	0.01999	0.5	0	0.00144	1	0	0.00144	0	0	0.74115	0.4941	0.9882	0	1	0	1	0	0	1	0.87421	1	0.01	0	0.2518	1	0	0	0	0	0	1
p2_t1	13	57584939	115169878	2879	57584939	0.01471	0.01999	0.5	0	0	1	0	0	0	0	0.74115	0.4941	0.9882	0	1	0	1	0	0	1	0.9479	1	0.01	0	0.08294	1	0	0	0	0	0	1
p2_t1	14	1	53674770	2683	53674769	0.04234	0.01863	1.5	4	4	0	0	4	4.05519996684467	0	1.23525	0.9882	1.4823	1	2	1	2	0	0	0.01	0	0.10761	0.99	0.79068	1	0	0	0	0	0	1	2
p2_t1	14	53674770	96743901	2153	43069131	0.03952	0.01495	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.10175	0.01	0	0.18818	0	0	0	0	0	1	1
p2_t1	14	96743901	103112291	318	6368390	0.00654	0.00221	1.25	3	3	0	0	3	3.04139997513351	0	1.11173	0.9882	1.23525	1	1	1	1	0	1	0.01	0	0.04932	0.49	0.43789	0.53403	0	0	0	0	0	1	1
p2_t1	14	103112291	107349540	211	4237249	0.01394	0.00147	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.05735	0.01	0	0.0796	0	0	0	0	0	1	1
p2_t1	15	1	102531392	5126	102531391	0.01806	0.03559	0.5	0	0	1	0	0	0	0	0.74115	0.4941	0.9882	0	1	0	1	0	0	1	0.94279	1	0.01	0	0.09612	1	0	0	0	0	0	1
p2_t1	16	1	64089709	3204	64089708	0.03502	0.02225	1.08333	2	2.0038	0	0	2.0038	2.3655197966595	0	1.02938	0.9882	1.07055	1	1	1	1	0	0	0.01	0	0.09299	0.16	0.02084	0.29873	0	0	0	0	0	1	1
p2_t1	16	64089709	64599365	25	509656	0.04692	0.00018	0.83333	1	1.05464	0	0	1.05464	1.35171980494834	0	0.90585	0.8235	0.9882	1	1	1	1	1	0	0.34	0.23754	0.44031	0.01	0	0.22126	0	0	0	0	0	1	1
p2_t1	16	64599365	90354753	1287	25755388	0.02085	0.00894	1.08333	2	2	0	0	2	2.3655197966595	0	1.02938	0.9882	1.07055	1	1	1	1	0	0	0.01	0	0.06737	0.16	0.05936	0.24499	0	0	0	0	0	1	1
p2_t1	17	1	81195210	4059	81195209	0.04661	0.02818	0.5	0	6e-05	1	0	6e-05	0	0	0.74115	0.4941	0.9882	0	1	0	1	0	0	1	0.88956	1	0.01	0	0.21976	1	0	0	0	0	0	1
p2_t1	18	1	78077248	3903	78077247	0.0316	0.0271	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.08649	0.01	0	0.15328	0	0	0	0	0	1	1
p2_t1	19	1	59128983	2956	59128982	0.07107	0.02052	1	2	2.00612	0	0	2.00612	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.16861	0.01	0	0.33058	0	0	0	0	0	1	1
p2_t1	20	1	31512760	1575	31512759	0.06143	0.01094	1.5	4	4.00066	0	0	4.00066	4.05519996684467	0	1.23525	0.9882	1.4823	1	2	1	2	0	0	0.01	0	0.14778	0.99	0.70439	1	0	0	0	0	0	1	2
p2_t1	20	31512760	63025520	1575	31512760	0.01986	0.01094	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.06593	0.01	0	0.10331	0	0	0	0	0	1	1
p2_t1	21	1	48129895	2406	48129894	0.07105	0.01671	0.5	0	0.09511	1	0	0.09511	0	0	0.74115	0.4941	0.9882	0	1	0	1	0	0	1	0.83682	1	0.01	0	0.33052	1	0	0	0	0	0	1
p2_t1	22	1	24985628	1249	24985627	0.2157	0.00867	1	2	2.50286	0	0	2.50286	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	0.99999	0.99585	0	0	0.01	0	0.49286	0.01	0.00392	0.87429	0	0	0	0	0	0.99999	0.99585
p2_t1	22	24985628	29245858	213	4260230	0.05329	0.00148	0.5	0	0.00124	1	0	0.00124	0	0	0.74115	0.4941	0.9882	0	1	0	1	0	0	1	0.87506	1	0.01	0	0.24985	1	0	0	0	0	0	1
p2_t1	22	29245858	51304566	1102	22058708	0.02784	0.00766	1	2	2	0	0	2	2.02759998342234	0	0.9882	0.9882	0.9882	1	1	1	1	0	0	0.01	0	0.07907	0.01	0	0.13697	0	0	0	0	0	1	1
