Chromosome	Start.bp	End.bp	mu.major	mu.minor	length	n_probes	n_hets	tau	sigma.minor	sigma.major	sigma.tau
1	1	249250621	0.934612008983567	0.2803836026950702	249250620	12462	249	1.0	0.012165086390518958	0.01859455546959923	0.024330172781037916
2	1	115116963	0.934612008983567	0.934612008983567	115116962	5755	115	2.0	0.019197129792802158	0.029343161514048883	0.038394259585604315
2	115116963	129712734	2.897297227849058	0.934612008983567	14595771	729	14	5.0	0.014111633443763259	0.021569887990373217	0.028223266887526518
2	129712734	243199373	0.934612008983567	0.934612008983567	113486639	5674	113	2.0	0.012032512571307346	0.01839191397935316	0.02406502514261469
3	1	198022430	0.934612008983567	0.2803836026950702	198022429	9901	198	1.0	0.008422876258486733	0.012874519323106974	0.016845752516973466
4	1	191154276	0.934612008983567	0.934612008983567	191154275	9557	191	2.0	0.015868453356117487	0.024255219130793797	0.031736906712234975
5	1	180915260	0.934612008983567	0.2803836026950702	180915259	9045	180	1.0	0.008796915475340146	0.01344624505873404	0.017593830950680293
6	1	35374696	0.934612008983567	0.6074978058393186	35374695	1768	35	1.5	0.03398697445204089	0.05194970766379954	0.06797394890408177
6	35374696	39327455	0.934612008983567	0.6074978058393186	3952759	197	3	1.5	0.05066903470088745	0.07744853970547984	0.1013380694017749
6	39327455	171115067	0.934612008983567	0.6074978058393186	131787612	6589	131	1.5	0.007391945935912143	0.011298723603041622	0.014783891871824287
7	1	159138663	0.934612008983567	0.934612008983567	159138662	7956	159	2.0	0.02398086241576811	0.036655183702300455	0.04796172483153622
8	1	45697804	0.934612008983567	0.934612008983567	45697803	2284	45	2.0	0.011504760452188003	0.017585235281139287	0.023009520904376007
8	45697804	48663006	0.934612008983567	0.934612008983567	2965202	148	2	2.0	0.012830883505976292	0.019612238451655096	0.025661767011952583
8	48663006	141858107	0.934612008983567	0.934612008983567	93195101	4659	93	2.0	0.03971478659365459	0.060704772541077125	0.07942957318730919
8	141858107	143391095	1.5888404152720639	0.934612008983567	1532988	76	1	3.0	0.0011262940313287871	0.0017215608807302724	0.0022525880626575743
8	143391095	146364022	0.934612008983567	0.934612008983567	2972927	148	2	2.0	0.0013934128852057359	0.0021298568998413055	0.0027868257704114717
9	1	70606715	0.934612008983567	0.934612008983567	70606714	3530	70	2.0	0.0003122088018174164	0.00047721682338528853	0.0006244176036348328
9	70606715	141213431	1.5888404152720639	0.934612008983567	70606716	3530	70	3.0	0.02732207379614536	0.041762285974628055	0.05464414759229072
10	1	135534747	0.934612008983567	0.934612008983567	135534746	6776	135	2.0	0.023016185439083577	0.03518065742460909	0.04603237087816715
11	1	67503258	0.934612008983567	0.2803836026950702	67503257	3375	67	1.0	0.031186574311568915	0.04766924519296474	0.06237314862313783
11	67503258	135006516	0.934612008983567	0.2803836026950702	67503258	3375	67	1.0	0.05877491410043133	0.08983852357293272	0.11754982820086265
12	1	66925947	0.934612008983567	0.934612008983567	66925946	3346	66	2.0	0.024536378174968437	0.03750429962857431	0.04907275634993687
12	66925947	133851895	0.934612008983567	0.852833458197505	66925948	3346	66	1.875	0.009460449174382646	0.014460468367695496	0.018920898348765293
13	1	9466822	0.934612008983567	0.934612008983567	9466821	473	9	2.0	0.023180527814186665	0.035431857729461974	0.04636105562837333
13	9466822	11576166	1.1799476613417534	0.934612008983567	2109344	105	2	2.375	0.001924013244008173	0.002940889184135694	0.003848026488016346
13	11576166	115169878	0.934612008983567	0.934612008983567	103593712	5179	103	2.0	0.015612771878658678	0.023864405349244146	0.031225543757317356
14	1	53674770	0.934612008983567	0.934612008983567	53674769	2683	53	2.0	0.002365071299875867	0.0036150544322787097	0.004730142599751734
14	53674770	107349540	1.5888404152720639	0.934612008983567	53674770	2683	53	3.0	0.0442417422091447	0.06762430641025284	0.0884834844182894
15	1	102531392	0.934612008983567	0.934612008983567	102531391	5126	102	2.0	0.011277823940675804	0.017238358702056405	0.022555647881351608
16	1	90354753	0.934612008983567	0.2803836026950702	90354752	4517	90	1.0	0.008186219264600175	0.01251278481018795	0.01637243852920035
17	1	81195210	0.934612008983567	0.934612008983567	81195209	4059	81	2.0	0.004696836000039893	0.007179199122039829	0.009393672000079786
18	1	78077248	1.5888404152720639	0.934612008983567	78077247	3903	78	3.0	0.02274824548157047	0.03477110633367869	0.04549649096314094
19	1	59128983	1.2617262121278154	0.934612008983567	59128982	2956	59	2.5	0.009309935344423065	0.014230405245225071	0.01861987068884613
20	1	42024600	0.934612008983567	0.934612008983567	42024599	2101	42	2.0	0.012844668601825388	0.019633309221002	0.025689337203650776
20	42024600	42424646	1.5888404152720639	0.934612008983567	400046	20	0	3.0	0.0002899380626101898	0.00044317559406360454	0.0005798761252203796
20	42424646	63025520	0.934612008983567	0.934612008983567	20600874	1030	20	2.0	0.014694882092461706	0.02246139414188271	0.029389764184923412
21	1	24064947	1.5888404152720639	0.934612008983567	24064946	1203	24	3.0	0.014475016198336372	0.02212532512988023	0.028950032396672744
21	24064947	48129895	0.934612008983567	0.934612008983567	24064948	1203	24	2.0	0.014666865020014148	0.022418569537848012	0.029333730040028295
22	1	3123242	0.934612008983567	0.2803836026950702	3123241	156	3	1.0	0.0439894546167404	0.067238680243643	0.0879789092334808
22	3123242	4346182	0.4439407042671944	0.2803836026950702	1222940	61	1	0.25	0.017503656943709672	0.02675465751022593	0.035007313887419345
22	4346182	17788161	0.934612008983567	0.2803836026950702	13441979	672	13	1.0	0.006809831068918425	0.01040895045745763	0.01361966213783685
22	17788161	18828259	0.934612008983567	0.2803836026950702	1040098	52	1	1.0	0.008781832204701457	0.013423190005645992	0.017563664409402914
22	18828259	51304566	0.934612008983567	0.2803836026950702	32476307	1623	32	1.0	0.01828272495715998	0.027945477116898217	0.03656544991431996
