sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p1_t1	1	1	249250621	12462	249250620	0.02433	0.0865108651086511	0.5	1	0.94584	0	0	0.94584	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	0	1	1	0.95871	1	0.17	0.0848	0.25042	1	0	0	0	0	0	1
p1_t1	2	1	115116963	5755	115116962	0.03839	0.039960399603996	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.13002	0.20684	0.17	0.11767	0.21809	0	0	0	0	0	1	1
p1_t1	2	115116963	129712734	729	14595771	0.02822	0.005070050700507	2.5	6	6	0	0	6	5.86071428571429	0	1.91595	0.93461	2.8973	1	3	1	3	1	1	0.17	0.134	0.20043	0.46	0.41931	0.49919	0	0	0	0	0	1	3
p1_t1	2	129712734	243199373	5674	113486639	0.02407	0.039390393903939	1	2	1.99998	0	0	1.99998	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.07533	0.25994	0.17	0.03604	0.30592	0	0	0	0	0	1	1
p1_t1	3	1	198022430	9901	198022429	0.01685	0.0687306873068731	0.5	0	0.00597	1	0	0.00597	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	1	1	NA	NA	NA	0.17	0.13345	0.20143	1	0	0	0	0	0	1
p1_t1	4	1	191154276	9557	191154275	0.03174	0.0663506635066351	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.13115	0.20521	0.17	0.12102	0.21528	0	0	0	0	0	1	1
p1_t1	5	1	180915260	9045	180915259	0.01759	0.0628006280062801	0.5	1	0.97017	0	0	0.97017	0.486428571428571	0	0.6075	0.28038	0.93461	0	1	0	1	0	1	1	0.93374	1	0.17	0.0499	0.28789	1	0	0	0	0	0	1
p1_t1	6	1	35374696	1768	35374695	0.06797	0.012280122801228	0.75	1	1	0	0	1	1.15821428571429	0	0.77105	0.6075	0.93461	0	1	0	1	1	1	0.61	0.58045	0.63561	0.17	0.14019	0.19696	1	0	0	0	0	0	1
p1_t1	6	35374696	39327455	197	3952759	0.10134	0.001370013700137	0.75	1	1	0	0	1	1.15821428571429	0	0.77105	0.6075	0.93461	0	1	0	1	1	1	0.61	0.58029	0.6359	0.17	0.13944	0.19747	1	0	0	0	0	0	1
p1_t1	6	39327455	171115067	6589	131787612	0.01478	0.045740457404574	0.75	1	1	0	0	1	1.15821428571429	0	0.77105	0.6075	0.93461	0	1	0	1	1	1	0.61	0.58072	0.6351	0.17	0.14081	0.19597	1	0	0	0	0	0	1
p1_t1	7	1	159138663	7956	159138662	0.04796	0.0552405524055241	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.08954	0.24664	0.17	0.05296	0.28409	0	0	0	0	0	1	1
p1_t1	8	1	45697804	2284	45697803	0.02301	0.015860158601586	1	2	2	0	0	2	1.83	0	0.93461	0.93461	0.93461	1	1	1	1	1	1	0.17	0.11296	0.22257	0.17	0.09054	0.24564	0	0	0	0	0	1	1
