sample	Chromosome	Start.bp	End.bp	n_probes	length	seg_sigma	W	total_copy_ratio	modal_total_cn	expected_total_cn	total_HZ	total_amp	corrected_total_cn	rescaled_total_cn	bi.allelic	copy.ratio	hscr.a1	hscr.a2	modal.a1	modal.a2	expected.a1	expected.a2	subclonal.a1	subclonal.a2	cancer.cell.frac.a1	ccf.ci95.low.a1	ccf.ci95.high.a1	cancer.cell.frac.a2	ccf.ci95.low.a2	ccf.ci95.high.a2	LOH	HZ	SC_HZ	amp.a1	amp.a2	rescaled.cn.a1	rescaled.cn.a2
p1_t3	1	1	249250621	12462	249250620	0.02267	0.0865108651086511	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.96035	1	0	0	0.03849	1	0	0	0	0	0	1
p1_t3	2	1	115116963	5755	115116962	0.04289	0.039960399603996	0.8125	2	2	0	0	2	1.63398960243823	0	0.80581	0.64222	0.96939	1	1	1	1	1	0	0.38	0.32027	0.42695	0	0	0.06459	0	0	0	0	0	1	1
p1_t3	2	115116963	129712734	729	14595771	0.00759	0.005070050700507	1.75	4	4	0	0	4	3.7839759214359	0	1.62373	0.96939	2.27807	1	2	1	2	0	1	0	0	0.02488	0.5	0.46747	0.51794	0	0	0	0	0	1	2
p1_t3	2	129712734	243199373	5674	113486639	0.00108	0.039390393903939	0.8125	2	2	0	0	2	1.63398960243823	0	0.80581	0.64222	0.96939	1	1	1	1	1	0	0.38	0.35069	0.39708	0	0	0.02237	0	0	0	0	0	1	1
p1_t3	3	1	198022430	9901	198022429	0.00981	0.0687306873068731	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.97047	1	0	0	0.02682	1	0	0	0	0	0	1
p1_t3	4	1	191154276	9557	191154275	0.04307	0.0663506635066351	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.05738	0	0	0.06485	0	0	0	0	0	1	1
p1_t3	5	1	180915260	9045	180915259	0.00188	0.0628006280062801	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.97198	1	0	0	0.02255	1	0	0	0	0	0	1
p1_t3	6	1	35374696	1768	35374695	0.01511	0.012280122801228	0.97692	2	2	0	0	2	2.01105706971247	0	0.94926	0.92913	0.96939	1	1	1	1	0	0	0.05	0.01505	0.07313	0	0	0.02971	0	0	0	0	0	1	1
p1_t3	6	35374696	39327455	197	3952759	0.01024	0.001370013700137	0.97692	2	2	0	0	2	2.01105706971247	0	0.94926	0.92913	0.96939	1	1	1	1	0	0	0.05	0.01932	0.06944	0	0	0.02708	0	0	0	0	0	1	1
p1_t3	6	39327455	171115067	6589	131787612	0.03039	0.045740457404574	0.97692	2	2	0	0	2	2.01105706971247	0	0.94926	0.92913	0.96939	1	1	1	1	0	0	0.05	0.00405	0.08597	0	0	0.04798	0	0	0	0	0	1	1
p1_t3	7	1	159138663	7956	159138662	0.00769	0.0552405524055241	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.02493	0	0	0.02554	0	0	0	0	0	1	1
p1_t3	8	1	45697804	2284	45697803	4e-04	0.015860158601586	0.625	1	1	0	0	1	1.2039923386387	0	0.64222	0.31505	0.96939	0	1	0	1	1	0	0.75	0.72455	0.77038	0	0	0.02229	1	0	0	0	0	0	1
p1_t3	8	45697804	48663006	148	2965202	0.00293	0.001030010300103	0.625	1	1	0	0	1	1.2039923386387	0	0.64222	0.31505	0.96939	0	1	0	1	1	0	0.75	0.72431	0.77089	0	0	0.0229	1	0	0	0	0	0	1
p1_t3	8	48663006	141858107	4659	93195101	0.00288	0.032350323503235	0.625	1	1	0	0	1	1.2039923386387	0	0.64222	0.31505	0.96939	0	1	0	1	1	0	0.75	0.72431	0.77088	0	0	0.02288	1	0	0	0	0	0	1
p1_t3	8	141858107	143391095	76	1532988	0.01769	0.000530005300053001	0.75	1	1.03713	0	0	1.03713	1.49065718117172	0	0.75128	0.53317	0.96939	0	1	0	1	1	0	0.5	0.46801	0.52869	0	0	0.0333	1	0	0	0	0	0	1
p1_t3	8	143391095	146364022	148	2972927	0.03265	0.001030010300103	0.625	1	1	0	0	1	1.2039923386387	0	0.64222	0.31505	0.96939	0	1	0	1	1	0	0.75	0.70464	0.79156	0	0	0.05006	1	0	0	0	0	0	1
p1_t3	9	1	70606715	3530	70606714	0.02123	0.024510245102451	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.03439	0	0	0.03726	0	0	0	0	0	1	1
p1_t3	9	70606715	141213431	3530	70606716	0.01406	0.024510245102451	1.5	3	3	0	0	3	3.21064623636986	0	1.40562	0.96939	1.84185	1	2	1	2	0	0	0	0	0.02822	1	0.96101	1	0	0	0	0	0	1	2
p1_t3	10	1	135534747	6776	135534746	0.0085	0.047040470404704	1	2	2	0	0	2	2.06398686623776	0	0.96939	0.96939	0.96939	1	1	1	1	0	0	0	0	0.02536	0	0	0.02603	0	0	0	0	0	1	1
p1_t3	11	1	67503258	3375	67503257	0.00047	0.023430234302343	0.5	1	1	0	0	1	0.917327496105673	0	0.53317	0.09694	0.96939	0	1	0	1	0	0	1	0.97204	1	0	0	0.0223	1	0	0	0	0	0	1
